complaint_id,complaint_title,complaint_description,source,sector_id,category,sub_category,priority,urgency_score,created_at,resolved_at,status,resolution_time_days,assigned_department,assigned_officer,citizen_satisfaction,latitude,longitude,resolution_notes
GRV-2025-00328,Power Cut issue in Sector 56,No electricity since morning in entire Sector 56. No information from CPDL helpline.,WhatsApp,SEC-56,Electricity,Power Cut,P3-Medium,0.54,2026-02-08T18:20:56,2026-02-13T21:20:56,Resolved,5,CPDL / Chandigarh Electricity Department,Er. Hardeep Kaur,5,30.735353,76.764118,Power supply restored
GRV-2025-00329,Dirty Drain Vector Breeding issue in Sector 9,Children in Sector 9 Phase D are falling sick due to mosquito-borne illness. Urgent fogging needed.,Web Portal,SEC-09,Mosquito/Vector,Dirty Drain Vector Breeding,P2-High,0.75,2025-09-21T20:24:29,,In Progress,,Health Department / NHM Chandigarh,Dr. Gurinder Singh,,30.763613,76.810395,
GRV-2025-00330,No Drinking Water in Park issue in Sector 11,The Sector 11 sector park is being used for illegal gatherings at night. Security needed.,WhatsApp,SEC-11,Parks/Trees,No Drinking Water in Park,P2-High,0.7,2025-03-26T12:57:36,2025-03-28T23:57:36,Resolved,2,MCC Horticulture Department,Jasveer Singh,3,30.733681,76.79797,Broken path relaid
GRV-2025-00331,Underground Cable Fault issue in Sector 16,The streetlight near house 916 in Sector 16 is flickering and creating nuisance at night.,Web Portal,SEC-16,Streetlights,Underground Cable Fault,P2-High,0.77,2025-12-23T10:30:19,,Pending,,CPDL / Chandigarh Electricity Department,Rajesh Pal,,30.748266,76.763285,
GRV-2025-00332,Signal Not Working issue in Sector 35,The traffic signal near gurudwara in Sector 35 has not been working for 10 days. Major congestion.,Web Portal,SEC-35,Traffic,Signal Not Working,P3-Medium,0.5,2025-07-10T21:44:44,2025-07-28T07:44:44,Resolved,17,Traffic Police Chandigarh,Const. Suresh Pal,5,30.745288,76.766853,Road markings redone
GRV-2025-00333,Firecrackers issue in Sector 26,The factory near Sector 26 dispensary is generating unbearable noise 24 hours a day.,Email,SEC-26,Noise Pollution,Firecrackers,P3-Medium,0.42,2025-06-17T21:47:49,,Pending,,Chandigarh Police,ASI Gurpreet,,30.776207,76.766521,
GRV-2025-00334,Road surface cracked and uneven in Sector 17,"Since past 2 days, a Cracked Road Surface has been causing accidents in Sector 17 near petrol pump. Two-wheelers are at risk.",Web Portal,SEC-17,Roads,Cracked Road Surface,P4-Low,0.13,2025-09-22T17:02:01,,Rejected,,MCC Engineering Department,Er. Parveen Kumar,,30.71593,76.762728,
GRV-2025-00335,Road divider broken on main road in Grain Market,"Since past 15 days, a Road Divider Damaged has been causing accidents in Grain Market near dispensary. Two-wheelers are at risk.",Web Portal,GRM,Roads,Road Divider Damaged,P3-Medium,0.31,2025-10-02T18:41:50,,In Progress,,MCC Engineering Department,Jagtar Singh,,30.770801,76.767071,
GRV-2025-00336,No Sweeping issue in Sector 22,No sweeping has been done in Sector 22 lane B for over a week. The area is filthy.,Walk-in,SEC-22,Garbage/Sanitation,No Sweeping,P4-Low,0.26,2025-04-18T12:12:34,,Pending,,MCC Public Health Department,Sandeep Verma,,30.730256,76.76994,
GRV-2025-00337,Water Logging issue in Sector 27,There is no water supply in Sector 27 since 11 days. Residents are facing severe hardship.,Mobile App,SEC-27,Water Supply,Water Logging,P4-Low,0.19,2025-06-02T10:54:32,,Rejected,,MCC Public Health Department,Paramjit Kaur,,30.777471,76.810867,
GRV-2025-00338,No Sweeping issue in Sector 44,Dead dog near Sector 44 Sector 27 Chowk has not been removed for 12 days. Spreading disease risk.,Mobile App,SEC-44,Garbage/Sanitation,No Sweeping,P2-High,0.67,2025-06-08T17:33:44,2025-06-13T05:33:44,Resolved,4,MCC Public Health Department,Gurmail Singh,3,30.746495,76.791048,Illegal dump cleared
GRV-2025-00339,Dead Animal Not Removed issue in Sector 42,No sweeping has been done in Sector 42 lane B for over a week. The area is filthy.,Mobile App,SEC-42,Garbage/Sanitation,Dead Animal Not Removed,P3-Medium,0.34,2026-01-03T14:35:05,2026-01-10T16:35:05,Resolved,7,MCC Public Health Department,Gurmail Singh,3,30.728126,76.786717,Regular sweeping resumed
GRV-2025-00340,No Zebra Crossing issue in Sector 35,"Auto-rickshaws are using the main market of Sector 35 as a stand, blocking through traffic.",Voice Call,SEC-35,Traffic,No Zebra Crossing,P3-Medium,0.31,2025-08-17T14:41:04,,Rejected,,Traffic Police Chandigarh,ASI Manjit,,30.728727,76.746593,
GRV-2025-00341,Effluent in Park issue in Sector 35,Effluent from the nearby drain is flowing into the park in Sector 35. Park is unusable now.,Web Portal,SEC-35,Sewerage,Effluent in Park,P3-Medium,0.35,2025-06-11T16:16:19,2025-06-22T20:16:19,Resolved,11,MCC Public Health Department,Amarjit Kaur,4,30.711029,76.8084,Pipe replaced
GRV-2025-00342,Effluent in Park issue in Sector 20,"The drain near rose garden, Sector 20 has not been cleaned for months. It is completely blocked.",Mobile App,SEC-20,Sewerage,Effluent in Park,P3-Medium,0.55,2026-02-22T18:14:14,,Pending,,MCC Public Health Department,Gurmail Singh,,30.757867,76.75679,
GRV-2025-00343,Road divider broken on main road in Sector 35,Road divider near Sector 35 sukhna lake road is broken and poses a danger to motorists. Kindly look into this on priority.,Voice Call,SEC-35,Roads,Road Divider Damaged,P3-Medium,0.49,2025-10-13T12:28:28,,Escalated,,MCC Engineering Department,Er. Balvinder Singh,,30.768236,76.742408,
GRV-2025-00344,Flickering Light issue in Sector 38,There are no streetlights in the inner lane of Sector 38. Women feel unsafe walking there at night.,Mobile App,SEC-38,Streetlights,Flickering Light,P4-Low,0.09,2025-10-12T07:59:08,2025-10-28T13:59:08,Resolved,16,CPDL / Chandigarh Electricity Department,Rajesh Pal,4,30.74824,76.788627,New LED light installed
GRV-2025-00345,Smelly Toilet issue in Sector 25,The public toilet near Sector 25 bus stop smells unbearable. No cleaning staff visible.,Mobile App,SEC-25,Public Toilet,Smelly Toilet,P3-Medium,0.34,2025-11-15T11:02:52,,Rejected,,MCC Public Health Department,Paramjit Kaur,,30.755122,76.779089,
GRV-2025-00346,Broken Equipment in Park issue in Sector 17,Someone has illegally cut 3 trees in Sector 17 near mandir. Urgent action needed.,Mobile App,SEC-17,Parks/Trees,Broken Equipment in Park,P3-Medium,0.38,2026-02-13T18:10:07,,Pending,,MCC Horticulture Department,Sukhdeep Kaur,,30.710331,76.773473,
GRV-2025-00347,Frequent Tripping issue in Sector 26,Low voltage in Sector 26 is causing issues. Fans and fridges are not working properly.,Email,SEC-26,Electricity,Frequent Tripping,P3-Medium,0.48,2025-07-18T12:00:09,,Pending,,CPDL / Chandigarh Electricity Department,Rajesh Pal,,30.735659,76.805967,
GRV-2025-00348,Flyover structure showing damage in Sector 54,Road divider near Sector 54 post office is broken and poses a danger to motorists. Kindly look into this on priority.,Walk-in,SEC-54,Roads,Flyover Damage,P3-Medium,0.39,2025-12-27T15:25:39,,Pending,,MCC Engineering Department,Er. Sukhwinder Kaur,,30.765874,76.807988,
GRV-2025-00349,Road surface cracked and uneven in Sector 20,The main road in Sector 20 has developed multiple potholes near the drainage channel. Urgent repair needed.,Mobile App,SEC-20,Roads,Cracked Road Surface,P3-Medium,0.36,2026-01-11T14:56:40,,In Progress,,MCC Engineering Department,Er. Sukhwinder Kaur,,30.743019,76.793333,
GRV-2025-00350,Severe road damage near market in Sector 44,The Road Damage near Sector 45 chowk has been unattended for 14 days. Please take immediate action.,Web Portal,SEC-44,Roads,Road Damage,P4-Low,0.14,2025-07-04T22:02:29,,Escalated,,MCC Engineering Department,Er. Sukhwinder Kaur,,30.702137,76.791109,
GRV-2025-00351,Missing manhole cover on road in Sector 25,"After the last rain, the Missing Manhole Cover near government school in Sector 25 has worsened. Multiple vehicles have been damaged.",Mobile App,SEC-25,Roads,Missing Manhole Cover,P2-High,0.67,2025-04-05T13:45:28,,Rejected,,MCC Engineering Department,Jagtar Singh,,30.71122,76.805634,
GRV-2025-00352,Garbage Dumped on Road issue in Sector 15,Waste from the nearby shop is regularly dumped outside house 202 in Sector 15. Please take action.,Voice Call,SEC-15,Garbage/Sanitation,Garbage Dumped on Road,P3-Medium,0.41,2025-05-01T07:57:43,,Escalated,,MCC Public Health Department,Gurmail Singh,,30.742584,76.775365,
GRV-2025-00353,Missed Garbage Collection issue in Manimajra,No sanitation worker has been assigned to our lane in Manimajra for 13 days despite repeated calls to the helpline.,Web Portal,MNJ,Garbage/Sanitation,Missed Garbage Collection,P4-Low,0.0,2025-11-30T12:59:15,,Pending,,MCC Public Health Department,Amarjit Kaur,,30.729972,76.759083,
GRV-2025-00354,Severe road damage near market in Sector 3,"There is a large Road Damage near house no. 114, Sector 3. Multiple neighbors have also complained. Please repair urgently.",Mobile App,SEC-03,Roads,Road Damage,P3-Medium,0.31,2025-08-28T16:20:35,2025-09-07T02:20:35,Resolved,9,MCC Engineering Department,Er. Parveen Kumar,5,30.731605,76.77423,Road resurfacing completed
GRV-2025-00355,Parking on Footpath issue in Sector 17,Illegal vendors near Sector 17 market have taken over the road. The lane is now only one vehicle wide.,Web Portal,SEC-17,Encroachment,Parking on Footpath,P3-Medium,0.32,2026-01-07T17:02:04,2026-01-17T00:02:04,Resolved,9,MCC Town Planning Department,Gurpreet Sandhu,4,30.739966,76.819238,Area demarcated and cleared
GRV-2025-00356,Cable Wire Hanging issue in Sector 52,High voltage fluctuation in Sector 52 burned the TV and refrigerator at house 197.,Web Portal,SEC-52,Electricity,Cable Wire Hanging,P3-Medium,0.38,2025-09-14T20:24:32,2025-09-25T05:24:32,Resolved,10,CPDL / Chandigarh Electricity Department,Rajesh Pal,4,30.701063,76.741697,Billing error corrected
GRV-2025-00357,Choked Drain issue in Sector 22,A manhole cover is missing near the school in Sector 22. Children are at risk of falling.,Web Portal,SEC-22,Sewerage,Choked Drain,P4-Low,0.05,2025-06-15T07:15:59,,In Progress,,MCC Public Health Department,Paramjit Kaur,,30.758025,76.819084,
GRV-2025-00358,Underground Cable Fault issue in Sector 45,The streetlight near house 384 in Sector 45 is flickering and creating nuisance at night.,Walk-in,SEC-45,Streetlights,Underground Cable Fault,P3-Medium,0.51,2025-07-06T13:13:34,2025-07-11T00:13:34,Resolved,4,CPDL / Chandigarh Electricity Department,Er. Hardeep Kaur,4,30.755702,76.757796,Underground cable repaired
GRV-2025-00359,Manhole Cover Missing issue in Sector 35,The manhole near Sector 35 market is open and is a serious danger to pedestrians and children.,Web Portal,SEC-35,Sewerage,Manhole Cover Missing,P3-Medium,0.53,2025-05-05T11:37:35,2025-05-14T15:37:35,Resolved,9,MCC Public Health Department,Raju Kumar,2,30.757999,76.764917,Sewage overflow cleaned
GRV-2025-00360,Damaged Pole issue in Sector 20,The streetlight near house 720 in Sector 20 is flickering and creating nuisance at night.,Mobile App,SEC-20,Streetlights,Damaged Pole,P3-Medium,0.54,2025-07-17T18:10:30,,Escalated,,CPDL / Chandigarh Electricity Department,SDO Pankaj,,30.73531,76.780423,
GRV-2025-00361,Burst Pipe issue in Sector 48,The water supply pipe near Sector 48 sukhna lake road has been leaking for 14 days. A large amount of water is being wasted.,Walk-in,SEC-48,Water Supply,Burst Pipe,P3-Medium,0.48,2025-05-29T20:19:29,,Escalated,,MCC Public Health Department,Paramjit Kaur,,30.722658,76.784971,
GRV-2025-00362,Waste Near Park issue in Sector 10,People have started dumping garbage on the road near Sector 10 Phase B as there is no proper bin.,Mobile App,SEC-10,Garbage/Sanitation,Waste Near Park,P4-Low,0.28,2026-02-19T17:24:31,,In Progress,,MCC Public Health Department,Raju Kumar,,30.724625,76.819002,
GRV-2025-00363,Illegal Extension issue in Sector 26,An extra floor is being added to a house in Sector 26 Phase D without any permission.,Email,SEC-26,Building Violation,Illegal Extension,P4-Low,0.21,2025-11-05T19:47:15,2025-11-28T03:47:15,Resolved,22,MCC Town Planning Department,Gurpreet Sandhu,5,30.728913,76.796525,Demolition notice served
GRV-2025-00364,No Water Supply issue in Sector 44,The water supply tanker has not visited Sector 44 for 9 days despite repeated requests.,Mobile App,SEC-44,Water Supply,No Water Supply,P2-High,0.74,2025-08-30T18:25:45,,Escalated,,MCC Public Health Department,Paramjit Kaur,,30.746893,76.81208,
GRV-2025-00365,Rat Menace issue in Sector 17,The area around Sector 17 Sector 24 Chowk has not been fogged in months. Mosquito menace is at peak.,Voice Call,SEC-17,Mosquito/Vector,Rat Menace,P4-Low,0.19,2025-10-26T17:52:09,2025-11-20T05:52:09,Resolved,24,Health Department / NHM Chandigarh,Sanjeev Kumar,5,30.731838,76.764648,Anti-larval oil applied
GRV-2025-00366,Factory Noise issue in Sector 55,A DJ is playing loud music at the farmhouse near Sector 55 every night past midnight. Sleep impossible.,Mobile App,SEC-55,Noise Pollution,Factory Noise,P2-High,0.64,2025-12-11T12:31:11,2025-12-16T14:31:11,Resolved,5,Chandigarh Police,SI Navdeep,4,30.717006,76.756075,DJs served notice
GRV-2025-00367,"Broken footpath, risk to pedestrians in Sector 54",A serious Broken Footpath issue exists on the road connecting Sector 54 to the adjoining sector. Heavy traffic passes through here daily.,Email,SEC-54,Roads,Broken Footpath,P3-Medium,0.32,2025-05-05T08:21:01,2025-05-26T12:21:01,Resolved,21,MCC Engineering Department,Er. Sukhwinder Kaur,3,30.760843,76.740761,Footpath relaid
GRV-2025-00368,Litter Near Market issue in Sector 47,No sanitation worker has been assigned to our lane in Sector 47 for 14 days despite repeated calls to the helpline.,Mobile App,SEC-47,Garbage/Sanitation,Litter Near Market,P3-Medium,0.43,2026-03-01T14:59:31,,In Progress,,MCC Public Health Department,Gurmail Singh,,30.737859,76.766962,
GRV-2025-00369,Short Circuit Risk issue in Sector 23,"The light pole near bank branch, Sector 23 has rusted and is leaning dangerously. Please replace.",Web Portal,SEC-23,Streetlights,Short Circuit Risk,P2-High,0.77,2026-01-04T06:29:55,,Rejected,,CPDL / Chandigarh Electricity Department,Er. Hardeep Kaur,,30.755865,76.798018,
GRV-2025-00370,Open Manhole issue in Sector 4,A major drain near mandir in Sector 4 is choked. Foul smell is unbearable and mosquitoes are breeding.,Voice Call,SEC-04,Sewerage,Open Manhole,P3-Medium,0.3,2025-09-23T16:01:40,2025-10-07T17:01:40,Resolved,14,MCC Public Health Department,Amarjit Kaur,3,30.735544,76.788541,Pipe replaced
GRV-2025-00371,Illegal Dumping issue in Sector 45,The community dustbin near government school in Sector 45 is overflowing and stinking. Area residents are suffering.,Mobile App,SEC-45,Garbage/Sanitation,Illegal Dumping,P3-Medium,0.52,2025-12-06T22:02:08,,Pending,,MCC Public Health Department,Amarjit Kaur,,30.739834,76.746967,
GRV-2025-00372,Pig Nuisance issue in IT Park,There are 5 stray dogs near the school in IT Park. Children are terrified to enter.,Web Portal,ITP,Stray Animals,Pig Nuisance,P4-Low,0.13,2026-01-03T11:59:59,2026-01-30T18:59:59,Resolved,27,Social Welfare Department Chandigarh,Jagjit Singh,3,30.72061,76.778104,Cattle returned to owner
GRV-2025-00373,Shop Encroachment issue in Sector 43,Tree nursery has been illegally set up on the road margin near Sector 43 Phase C.,Mobile App,SEC-43,Encroachment,Shop Encroachment,P2-High,0.78,2025-12-11T18:41:41,,Pending,,MCC Town Planning Department,Manpreet Singh,,30.762807,76.8173,
GRV-2025-00374,Road Occupied by Vendor issue in Sector 54,A wall has been constructed on the public road in Sector 54 Phase A. Please remove encroachment.,Mobile App,SEC-54,Encroachment,Road Occupied by Vendor,P3-Medium,0.39,2026-01-22T18:36:47,,In Progress,,MCC Town Planning Department,Manpreet Singh,,30.700134,76.744951,
GRV-2025-00375,Roof Jutting Out issue in Sector 17,Green belt near Sector 17 community centre is being encroached upon for farming/construction.,Voice Call,SEC-17,Encroachment,Roof Jutting Out,P3-Medium,0.34,2026-02-26T13:31:43,2026-03-15T16:31:43,Resolved,17,MCC Town Planning Department,Vikram Sood,3,30.759765,76.80793,Action taken against violator
GRV-2025-00376,Missed Garbage Collection issue in Sector 38,The area near Sector 38 market is littered with garbage every morning. Sweeper does not come regularly.,Mobile App,SEC-38,Garbage/Sanitation,Missed Garbage Collection,P2-High,0.73,2025-06-23T16:09:52,,In Progress,,MCC Public Health Department,Raju Kumar,,30.757341,76.807846,
GRV-2025-00377,Water Pipe Leakage issue in Sector 44,The water coming from the tap in Sector 44 is yellowish in color and has a foul smell. Not fit for drinking.,Voice Call,SEC-44,Water Supply,Water Pipe Leakage,P1-Critical,0.88,2025-06-29T21:22:48,2025-07-03T04:22:48,Resolved,3,MCC Public Health Department,Gurmail Singh,4,30.722643,76.79571,Water supply restored after valve repair
GRV-2025-00378,Road divider broken on main road in Sector 44,"After the last rain, the Road Divider Damaged near rose garden in Sector 44 has worsened. Multiple vehicles have been damaged.",Voice Call,SEC-44,Roads,Road Divider Damaged,P4-Low,0.17,2025-08-13T21:18:57,2025-08-30T01:18:57,Resolved,16,MCC Engineering Department,Er. Balvinder Singh,4,30.715652,76.792099,Road resurfacing completed
GRV-2025-00379,Water Tanker Not Coming issue in Sector 44,"Water pressure is very low in the lane near house 794, Sector 44. Overhead tanks are not getting filled.",Mobile App,SEC-44,Water Supply,Water Tanker Not Coming,P4-Low,0.11,2025-07-09T07:07:32,2025-08-06T17:07:32,Resolved,28,MCC Public Health Department,Amarjit Kaur,5,30.750158,76.77232,Meter replaced
GRV-2025-00380,Sewer Overflow issue in Sector 12,A manhole cover is missing near the school in Sector 12. Children are at risk of falling.,Mobile App,SEC-12,Sewerage,Sewer Overflow,P4-Low,0.26,2025-09-25T14:40:41,2025-10-30T20:40:41,Resolved,35,MCC Public Health Department,Paramjit Kaur,2,30.706611,76.779137,Drain desilted and cleared
GRV-2025-00381,Effluent in Park issue in Sector 17,"The drain outside house 686, Sector 17 has been blocked for 11 days causing stagnant water.",Web Portal,SEC-17,Sewerage,Effluent in Park,P3-Medium,0.55,2025-10-15T15:36:08,,Pending,,MCC Public Health Department,Gurmail Singh,,30.707955,76.74508,
GRV-2025-00382,Toilet Door Broken issue in Sector 16,The public toilet near community centre in Sector 16 is extremely dirty and has not been cleaned in days.,Voice Call,SEC-16,Public Toilet,Toilet Door Broken,P3-Medium,0.35,2025-10-17T11:00:35,,Pending,,MCC Public Health Department,Sandeep Verma,,30.735779,76.765144,
GRV-2025-00383,No Water Supply issue in Sector 13,"A major pipeline has burst near rose garden in Sector 13, causing water wastage and road damage.",Walk-in,SEC-13,Water Supply,No Water Supply,P3-Medium,0.43,2025-06-18T11:27:42,,Escalated,,MCC Public Health Department,Amarjit Kaur,,30.700007,76.764048,
GRV-2025-00384,Road signage missing at junction in Sector 51,"Near house number 646 in Sector 51, the footpath is broken and vehicles are using it as a parking space.",WhatsApp,SEC-51,Roads,Road Signage Missing,P3-Medium,0.47,2025-03-24T07:12:09,2025-04-05T11:12:09,Resolved,12,MCC Engineering Department,Jagtar Singh,4,30.717283,76.768725,Road resurfacing completed
GRV-2025-00385,Open Manhole issue in Sector 44,A manhole cover is missing near the school in Sector 44. Children are at risk of falling.,Mobile App,SEC-44,Sewerage,Open Manhole,P4-Low,0.02,2025-07-05T19:44:09,,Rejected,,MCC Public Health Department,Amarjit Kaur,,30.742872,76.745645,
GRV-2025-00386,Dog Attack issue in Sector 40,Monkeys have been entering homes in Sector 40 and destroying property. Kindly look into this on priority.,WhatsApp,SEC-40,Stray Animals,Dog Attack,P4-Low,0.11,2026-02-28T13:04:17,,Rejected,,Social Welfare Department Chandigarh,Baldev Singh,,30.70997,76.748799,
GRV-2025-00387,Building Without Permission issue in Sector 26,"A residential plot near sector park, Sector 26 is being converted into a commercial establishment.",Email,SEC-26,Building Violation,Building Without Permission,P2-High,0.57,2026-03-12T13:24:06,,Rejected,,MCC Town Planning Department,Gurpreet Sandhu,,30.762619,76.74988,
GRV-2025-00388,Stinky Garbage issue in Sector 44,Waste from the nearby shop is regularly dumped outside house 941 in Sector 44. Please take action.,Mobile App,SEC-44,Garbage/Sanitation,Stinky Garbage,P3-Medium,0.32,2025-03-24T16:48:24,,Rejected,,MCC Public Health Department,Raju Kumar,,30.714454,76.804487,
GRV-2025-00389,Pig Nuisance issue in Sector 37,Stray cattle from bank branch area have destroyed the vegetable gardens in Sector 37.,Mobile App,SEC-37,Stray Animals,Pig Nuisance,P3-Medium,0.48,2025-03-30T17:45:49,,Rejected,,Social Welfare Department Chandigarh,Jagjit Singh,,30.719929,76.788696,
GRV-2025-00390,No Anti-Larval Treatment issue in Sector 16,The drain near gurudwara in Sector 16 is a major mosquito breeding spot. Has not been cleaned.,WhatsApp,SEC-16,Mosquito/Vector,No Anti-Larval Treatment,P3-Medium,0.54,2025-08-02T16:54:05,,Pending,,Health Department / NHM Chandigarh,Sanjeev Kumar,,30.750774,76.746135,
GRV-2025-00391,Water Pipe Leakage issue in Sector 11,"There is no water connection in our newly allotted house at Sector 11. Applied 3 days ago, no action.",Voice Call,SEC-11,Water Supply,Water Pipe Leakage,P3-Medium,0.53,2025-05-06T21:32:43,2025-05-27T09:32:43,Resolved,20,MCC Public Health Department,Paramjit Kaur,3,30.749303,76.812871,Water supply restored after valve repair
GRV-2025-00392,Tree Fallen issue in Sector 44,The seating arrangement in Sector 44 park is damaged. Old people cannot sit and relax.,Web Portal,SEC-44,Parks/Trees,Tree Fallen,P2-High,0.57,2026-01-17T22:22:03,2026-01-22T06:22:03,Resolved,4,MCC Horticulture Department,Manjit Kaur,3,30.777578,76.767037,Lights repaired
GRV-2025-00393,No Sweeping issue in Manimajra,The community dustbin near dispensary in Manimajra is overflowing and stinking. Area residents are suffering.,WhatsApp,MNJ,Garbage/Sanitation,No Sweeping,P3-Medium,0.53,2026-02-28T22:52:57,,Rejected,,MCC Public Health Department,Amarjit Kaur,,30.702834,76.777045,
GRV-2025-00394,Auto Stand Blocking Road issue in Manimajra,The traffic signal near government school in Manimajra has not been working for 2 days. Major congestion.,Voice Call,MNJ,Traffic,Auto Stand Blocking Road,P3-Medium,0.52,2025-05-11T17:00:06,2025-05-28T01:00:06,Resolved,16,Traffic Police Chandigarh,Traffic SI Harjot,2,30.741145,76.752297,Additional traffic constable deployed
GRV-2025-00395,Stagnant Water issue in Sector 35,The area around Sector 35 Sector 26 Chowk has not been fogged in months. Mosquito menace is at peak.,Web Portal,SEC-35,Mosquito/Vector,Stagnant Water,P3-Medium,0.52,2025-09-01T14:06:28,,Pending,,Health Department / NHM Chandigarh,Dr. Gurinder Singh,,30.752502,76.775149,
GRV-2025-00396,Factory Noise issue in Sector 24,A DJ is playing loud music at the farmhouse near Sector 24 every night past midnight. Sleep impossible.,Walk-in,SEC-24,Noise Pollution,Factory Noise,P1-Critical,0.88,2025-08-15T07:10:42,,In Progress,,Chandigarh Police,SI Navdeep,,30.715919,76.778344,
GRV-2025-00397,Litter Near Market issue in Sector 12,Dead dog near Sector 12 Sector 39 Chowk has not been removed for 9 days. Spreading disease risk.,Mobile App,SEC-12,Garbage/Sanitation,Litter Near Market,P1-Critical,0.82,2025-04-12T06:08:09,2025-04-14T15:08:09,Resolved,2,MCC Public Health Department,Sandeep Verma,4,30.71892,76.794265,Garbage collected and area cleaned
GRV-2025-00398,Waterlogging on main road in Sector 27,"There is a large Waterlogging on Road near house no. 544, Sector 27. Please take immediate action as the situation is worsening. Please repair urgently.",Mobile App,SEC-27,Roads,Waterlogging on Road,P2-High,0.59,2025-08-27T13:17:49,,In Progress,,MCC Engineering Department,Er. Balvinder Singh,,30.709202,76.761082,
GRV-2025-00399,Transformer Fault issue in Sector 43,The transformer near dispensary in Sector 43 is sparking and making loud noise. Dangerous situation.,Web Portal,SEC-43,Electricity,Transformer Fault,P3-Medium,0.33,2025-03-19T12:59:09,2025-04-04T13:59:09,Resolved,16,CPDL / Chandigarh Electricity Department,SDO Pankaj,3,30.769148,76.770428,Billing error corrected
GRV-2025-00400,New Light Needed issue in Sector 22,A streetlight pole near Sector 22 market has fallen due to wind. It is blocking the road and is dangerous.,Web Portal,SEC-22,Streetlights,New Light Needed,P3-Medium,0.39,2026-02-26T19:15:20,2026-03-02T22:15:20,Resolved,4,CPDL / Chandigarh Electricity Department,Rajesh Pal,1,30.752834,76.765731,Faulty bulb/tube replaced
GRV-2025-00401,Speed breaker missing near school in Sector 33,The main road in Sector 33 has developed multiple potholes near the drainage channel. Urgent repair needed.,Web Portal,SEC-33,Roads,Speed Breaker Missing,P4-Low,0.2,2025-10-05T10:21:23,2025-11-04T22:21:23,Resolved,30,MCC Engineering Department,Jagtar Singh,4,30.748377,76.75906,Drainage repaired alongside road
GRV-2025-00402,No Light in Lane issue in Sector 17,All lights on the road near main market in Sector 17 are off. Robberies have increased due to darkness.,Voice Call,SEC-17,Streetlights,No Light in Lane,P3-Medium,0.53,2025-03-29T16:19:46,2025-04-16T20:19:46,Resolved,18,CPDL / Chandigarh Electricity Department,SDO Pankaj,4,30.703505,76.755337,New LED light installed
GRV-2025-00403,Pig Nuisance issue in Sector 44,A stray bull near Sector 44 chowk has been charging at vehicles. Two accidents already happened.,Mobile App,SEC-44,Stray Animals,Pig Nuisance,P3-Medium,0.45,2025-12-30T10:18:02,,Rejected,,Social Welfare Department Chandigarh,Anita Rani,,30.776464,76.744863,
GRV-2025-00404,Rooftop Construction issue in Sector 45,A heritage structure near Sector 45 is being modified without permission. Please inspect.,Web Portal,SEC-45,Building Violation,Rooftop Construction,P4-Low,0.18,2025-05-19T06:10:36,2025-06-08T16:10:36,Resolved,20,MCC Town Planning Department,Vikram Sood,5,30.763252,76.776435,Demolition notice served
GRV-2025-00405,New Connection Delay issue in Sector 20,"A major pipeline has burst near sector park in Sector 20, causing water wastage and road damage.",Walk-in,SEC-20,Water Supply,New Connection Delay,P2-High,0.56,2025-05-08T14:59:08,2025-05-11T15:59:08,Resolved,3,MCC Public Health Department,Raju Kumar,5,30.779163,76.756798,Connection restored
GRV-2025-00406,Dog Bite issue in Sector 1,Donkeys abandoned near Sector 1 Phase C are blocking the lane and eating household garbage.,Voice Call,SEC-01,Stray Animals,Dog Bite,P3-Medium,0.55,2025-12-14T06:52:22,2025-12-24T18:52:22,Resolved,10,Social Welfare Department Chandigarh,Anita Rani,3,30.777728,76.782991,Cattle returned to owner
GRV-2025-00407,Water Logging issue in Sector 12,The water supply in Sector 12 Phase B area is completely disrupted. Over 7 families are affected.,Mobile App,SEC-12,Water Supply,Water Logging,P3-Medium,0.35,2025-08-21T18:09:28,,Rejected,,MCC Public Health Department,Sandeep Verma,,30.718538,76.798103,
GRV-2025-00408,Sewage on Road issue in Sector 15,A major drain near dispensary in Sector 15 is choked. Foul smell is unbearable and mosquitoes are breeding.,Walk-in,SEC-15,Sewerage,Sewage on Road,P3-Medium,0.31,2025-05-25T11:52:25,2025-06-03T13:52:25,Resolved,9,MCC Public Health Department,Sandeep Verma,2,30.71962,76.81273,Sewer line repaired
GRV-2025-00409,Manhole Cover Missing issue in Sector 11,The manhole near Sector 11 market is open and is a serious danger to pedestrians and children.,Mobile App,SEC-11,Sewerage,Manhole Cover Missing,P4-Low,0.23,2025-09-24T07:08:15,2025-10-06T12:08:15,Resolved,12,MCC Public Health Department,Amarjit Kaur,5,30.747971,76.803392,Sewer line repaired
GRV-2025-00410,Large pothole causing accidents in Sector 52,Road divider near Sector 52 sector park is broken and poses a danger to motorists. This is causing public inconvenience.,Mobile App,SEC-52,Roads,Pothole,P3-Medium,0.38,2025-05-20T07:34:44,2025-05-31T18:34:44,Resolved,11,MCC Engineering Department,Er. Harpreet Singh,2,30.765994,76.748225,Manhole cover replaced
GRV-2025-00411,Drainage Blockage issue in Sector 12,A manhole cover is missing near the school in Sector 12. Children are at risk of falling.,Mobile App,SEC-12,Sewerage,Drainage Blockage,P3-Medium,0.36,2026-01-15T18:43:56,,Rejected,,MCC Public Health Department,Amarjit Kaur,,30.757188,76.812129,
